Geo Shape;NOM_ARRET;ID_PROJET;NOM_PROJET;ID_OPERATI;OPERATION;NATURE;MODE_;SOUS_MODE;INDICE;COR_EXIST;TERMINUS;PHASE;VARIANTE;CREATION;PROLONG;AMELIOR;STATUT;DUP;DUP_DATE;OPENDATA;geo_point_2d
"{""type"": ""Point"", ""coordinates"": [2.374914365136765, 48.80721521703156]}";Barbusse;315;Tram 09;31501;T9 : Tramway Paris - Orly;arrêt;3;31;9;0;0;1;;1;0;0;9;1;2016-10-11T02:00:00+02:00;1;48.807215217,2.37491436514
"{""type"": ""Point"", ""coordinates"": [2.388235140336683, 48.790428594523135]}";Hôtel de Ville de Vitry;315;Tram 09;31501;T9 : Tramway Paris - Orly;arrêt;3;31;9;0;0;1;;1;0;0;9;1;2016-10-11T02:00:00+02:00;1;48.7904285945,2.38823514034
"{""type"": ""Point"", ""coordinates"": [2.391991455496113, 48.785672135107674]}";Camille Groult;315;Tram 09;31501;T9 : Tramway Paris - Orly;arrêt;3;31;9;0;0;1;;1;0;0;9;1;2016-10-11T02:00:00+02:00;1;48.7856721351,2.3919914555
"{""type"": ""Point"", ""coordinates"": [2.416310684115668, 48.746964121656866]}";Les Saules;315;Tram 09;31501;T9 : Tramway Paris - Orly;arrêt;3;31;9;1;0;1;;1;0;0;9;1;2016-10-11T02:00:00+02:00;1;48.7469641217,2.41631068412
"{""type"": ""Point"", ""coordinates"": [2.408689364080065, 48.74504969416257]}";Orly-Gaston Viens;315;Tram 09;31501;T9 : Tramway Paris - Orly;arrêt;3;31;9;0;1;1;;1;0;0;9;1;2016-10-11T02:00:00+02:00;1;48.7450496942,2.40868936408
"{""type"": ""Point"", ""coordinates"": [2.363391040358505, 48.91801922792377]}";Stade de France;115;metro 15 est;11503;ligne 15 - est - phase 1;arrêt;1;11;15;1;0;1;;1;0;0;7;1;2017-02-13T01:00:00+01:00;1;48.9180192279,2.36339104036
"{""type"": ""Point"", ""coordinates"": [2.494782547107806, 48.8386337346507]}";Nogent-Le-Perreux;115;metro 15 est;11505;ligne 15 - est - phase 2;arrêt;1;11;15;1;0;2;;1;0;0;7;1;2017-02-13T01:00:00+01:00;1;48.8386337347,2.49478254711
"{""type"": ""Point"", ""coordinates"": [2.470467209269561, 48.90540166054251]}";Pont de Bondy;115;metro 15 est;11503;ligne 15 - est - phase 1;arrêt;1;11;15;1;0;1;;1;0;0;7;1;2017-02-13T01:00:00+01:00;1;48.9054016605,2.47046720927
"{""type"": ""Point"", ""coordinates"": [2.481721179022134, 48.882726493410914]}";Rosny-Bois-Perrier;115;metro 15 est;11503;ligne 15 - est - phase 1;arrêt;1;11;15;1;1;1;;1;0;0;7;1;2017-02-13T01:00:00+01:00;1;48.8827264934,2.48172117902
"{""type"": ""Point"", ""coordinates"": [2.381199320597601, 48.82611248961836]}";Porte de France;246;TZen5;24601;TZen5 : TCSP Vallée de la Seine BFM - Choisy-le-Roi;arrêt;2;22;5;1;0;1;;1;0;0;7;1;2016-12-16T01:00:00+01:00;1;48.8261124896,2.3811993206
"{""type"": ""Point"", ""coordinates"": [2.389274057343866, 48.82478474148931]}";Bruneseau Marcel Boyer;246;TZen5;24601;TZen5 : TCSP Vallée de la Seine BFM - Choisy-le-Roi;arrêt;2;22;5;0;0;1;;1;0;0;7;1;2016-12-16T01:00:00+01:00;1;48.8247847415,2.38927405734
"{""type"": ""Point"", ""coordinates"": [2.404966068740948, 48.81240216016825]}";Maurice Gunsbourg;246;TZen5;24601;TZen5 : TCSP Vallée de la Seine BFM - Choisy-le-Roi;arrêt;2;22;5;0;0;1;;1;0;0;7;1;2016-12-16T01:00:00+01:00;1;48.8124021602,2.40496606874
"{""type"": ""Point"", ""coordinates"": [2.406943625463806, 48.80899262049623]}";Baignade;246;TZen5;24601;TZen5 : TCSP Vallée de la Seine BFM - Choisy-le-Roi;arrêt;2;22;5;0;0;1;;1;0;0;7;1;2016-12-16T01:00:00+01:00;1;48.8089926205,2.40694362546
"{""type"": ""Point"", ""coordinates"": [2.257515004584036, 48.72472914443167]}";Massy - Palaiseau;318;Tram 12;31802;Tram-Train Massy - Versailles;arrêt;3;32;12;1;1;2;;1;0;0;4;0;;1;48.7247291444,2.25751500458
"{""type"": ""Point"", ""coordinates"": [2.163947085881832, 48.76477601295291]}";Jouy-en-Josas;318;Tram 12;31802;Tram-Train Massy - Versailles;arrêt;3;32;12;0;0;2;;1;0;0;4;0;;1;48.764776013,2.16394708588
"{""type"": ""Point"", ""coordinates"": [2.192135811302312, 48.7591889832108]}";Vauboyen;318;Tram 12;31802;Tram-Train Massy - Versailles;arrêt;3;32;12;0;0;2;;1;0;0;4;0;;1;48.7591889832,2.1921358113
"{""type"": ""Point"", ""coordinates"": [2.365973884353271, 48.9065790566868]}";Front Populaire;110;metro 12;11001;ligne 12 à Mairie d'Aubervilliers;arrêt;1;11;12;1;1;2;;0;1;0;9;1;;1;48.9065790567,2.36597388435
"{""type"": ""Point"", ""coordinates"": [2.184929992465154, 48.88144392542179]}";Caserne des Suisses;301;Tram 01 - Rueil;30105;T1 Ouest : Nanterre - Rueil;arrêt;3;31;1;0;0;3;;0;1;0;5;0;;1;48.8814439254,2.18492999247
"{""type"": ""Point"", ""coordinates"": [2.179465759176746, 48.87950186418014]}";Rueil-Malmaison Mairie;301;Tram 01 - Rueil;30105;T1 Ouest : Nanterre - Rueil;arrêt;3;31;1;0;0;3;;0;1;0;5;0;;1;48.8795018642,2.17946575918
"{""type"": ""Point"", ""coordinates"": [2.284127995478584, 48.87816009988948]}";Porte Maillot;305;Tram 03b - Ouest;30503;T3b : Porte Maillot - Dauphine;arrêt;3;31;3B;1;0;4;;0;1;0;7;0;;1;48.8781600999,2.28412799548
"{""type"": ""Point"", ""coordinates"": [2.369547482804591, 48.74259152669092]}";Coeur d'Orly Nord;231;bus Senia - Orly;23101;TCSP Senia - Orly - secteur Coeur d'Orly;arrêt;2;21;;0;0;1;;0;1;0;4;0;;1;48.7425915267,2.3695474828
"{""type"": ""Point"", ""coordinates"": [2.361909777329944, 48.72864274182001]}";Orly Ouest;231;bus Senia - Orly;23101;TCSP Senia - Orly - secteur Aéroport d'Orly -simple;arrêt;2;21;;1;1;1;;0;1;0;4;0;;1;48.7286427418,2.36190977733
"{""type"": ""Point"", ""coordinates"": [2.489111911989169, 48.85430865306857]}";Val de Fontenay;906;Val de Fontenay;90601;pôle de Val de Fontenay;pôle multimodal;9;91;;1;0;;;0;0;1;4;0;;1;48.8543086531,2.48911191199
"{""type"": ""Point"", ""coordinates"": [1.686957320596895, 48.999231049078176]}";;214;bus Mantes la-Jolie;21401;TCSP Mantes-la-Jolie/Gare du Mantois;arrêt;2;21;;0;0;1;;1;0;0;4;0;;1;48.9992310491,1.6869573206
"{""type"": ""Point"", ""coordinates"": [1.646594700858967, 49.00005804649289]}";;214;bus Mantes la-Jolie;21401;TCSP Mantes-la-Jolie/Gare du Mantois;arrêt;2;21;;0;1;1;;1;0;0;4;0;;1;49.0000580465,1.64659470086
"{""type"": ""Point"", ""coordinates"": [2.206290282873555, 48.94635463593807]}";Berry;201;bus entre Seine;20101;TCSP ABSC : Argenteuil - Bezons - Sartrouville;arrêt;2;21;;0;0;1;tracé principal;0;0;1;4;0;;1;48.9463546359,2.20629028287
"{""type"": ""Point"", ""coordinates"": [2.2068662946825, 48.940896430889076]}";Val Notre-Dame;201;bus entre Seine;20101;TCSP ABSC : Argenteuil - Bezons - Sartrouville;arrêt;2;21;;0;0;1;tracé principal;0;0;1;4;0;;1;48.9408964309,2.20686629468
"{""type"": ""Point"", ""coordinates"": [2.233660750290123, 48.93246693945663]}";Avenue du Marais;201;bus entre Seine;20101;TCSP ABSC : Argenteuil - Bezons - Sartrouville;arrêt;2;21;;0;0;1;tracé principal;0;0;1;4;0;;1;48.9324669395,2.23366075029
"{""type"": ""Point"", ""coordinates"": [2.238662623183228, 48.935425234428955]}";Place du 11 novembre;201;bus entre Seine;20101;TCSP ABSC : Argenteuil - Bezons - Sartrouville;arrêt;2;21;;0;0;1;tracé principal;0;0;1;4;0;;1;48.9354252344,2.23866262318
"{""type"": ""Point"", ""coordinates"": [2.243366653838123, 48.94255039979406]}";Clément Ader;201;bus entre Seine;20101;TCSP ABSC : Argenteuil - Bezons - Sartrouville;arrêt;2;21;;0;0;1;tracé principal;0;0;1;4;0;;1;48.9425503998,2.24336665384
"{""type"": ""Point"", ""coordinates"": [2.550318505699963, 48.84084717366274]}";Noisy-le-Grand;202;bus Altival;20201;TCSP Altival;arrêt;2;21;NR;0;1;1;;1;0;0;7;0;;1;48.8408471737,2.5503185057
"{""type"": ""Point"", ""coordinates"": [2.542861551684274, 48.84194890685041]}";;202;bus Altival;20201;TCSP Altival;arrêt;2;21;NR;0;0;1;;1;0;0;7;0;;1;48.8419489069,2.54286155168
"{""type"": ""Point"", ""coordinates"": [2.545808719007578, 48.83840204614606]}";;202;bus Altival;20201;TCSP Altival;arrêt;2;21;NR;0;0;1;;1;0;0;7;0;;1;48.8384020461,2.54580871901
"{""type"": ""Point"", ""coordinates"": [2.542125754870841, 48.8396876842045]}";;202;bus Altival;20201;TCSP Altival;arrêt;2;21;NR;0;0;1;;1;0;0;7;0;;1;48.8396876842,2.54212575487
"{""type"": ""Point"", ""coordinates"": [2.538397474899335, 48.837941276341994]}";;202;bus Altival;20201;TCSP Altival;arrêt;2;21;NR;0;0;1;;1;0;0;7;0;;1;48.8379412763,2.5383974749
"{""type"": ""Point"", ""coordinates"": [2.529306096372643, 48.820200654593016]}";;202;bus Altival;20201;TCSP Altival;arrêt;2;21;NR;0;0;1;;1;0;0;7;0;;1;48.8202006546,2.52930609637
